"Index" "YHOO.Adjusted"
2011-11-29 15.7
2011-11-30 15.71
2011-12-01 16.23
2011-12-02 16.049999
2011-12-05 15.89
2011-12-06 15.84
2011-12-07 15.62
2011-12-08 15.61
2011-12-09 15.94
2011-12-12 15.47
2011-12-13 15.42
2011-12-14 15.02
2011-12-15 15.16
2011-12-16 14.96
2011-12-19 14.62
2011-12-20 15.11
2011-12-21 15.99
2011-12-22 16
2011-12-23 16.190001
2011-12-27 16.09
2011-12-28 15.78
2011-12-29 16.129999
2011-12-30 16.129999
2012-01-03 16.290001
2012-01-04 15.78
2012-01-05 15.64
2012-01-06 15.52
2012-01-09 15.46
2012-01-10 15.51
2012-01-11 15.53
2012-01-12 15.66
2012-01-13 15.48
2012-01-17 15.43
2012-01-18 15.92
2012-01-19 16.120001
2012-01-20 15.96
2012-01-23 15.68
2012-01-24 15.69
2012-01-25 15.56
2012-01-26 15.53
2012-01-27 15.74
2012-01-30 15.55
2012-01-31 15.47
2012-02-01 15.73
2012-02-02 15.72
2012-02-03 15.92
2012-02-06 15.82
2012-02-07 15.83
2012-02-08 15.78
2012-02-09 16
2012-02-10 16.139999
2012-02-13 16.120001
2012-02-14 15.37
2012-02-15 15.12
2012-02-16 15.36
2012-02-17 15.01
2012-02-21 14.75
2012-02-22 14.5
2012-02-23 14.78
2012-02-24 14.89
2012-02-27 14.86
2012-02-28 14.9
2012-02-29 14.83
2012-03-01 14.93
2012-03-02 14.72
2012-03-05 14.62
2012-03-06 14.42
2012-03-07 14.62
2012-03-08 14.62
2012-03-09 14.63
2012-03-12 14.49
2012-03-13 14.55
2012-03-14 14.63
2012-03-15 14.89
2012-03-16 15.18
2012-03-19 15.15
2012-03-20 15.41
2012-03-21 15.51
2012-03-22 15.49
2012-03-23 15.39
2012-03-26 15.54
2012-03-27 15.43
2012-03-28 15.32
2012-03-29 15.3
2012-03-30 15.22
2012-04-02 15.46
2012-04-03 15.18
2012-04-04 15.27
2012-04-05 15.07
2012-04-09 15.1
2012-04-10 14.99
2012-04-11 14.88
2012-04-12 15.06
2012-04-13 14.87
2012-04-16 14.79
2012-04-17 15.01
2012-04-18 15.49
2012-04-19 15.4
2012-04-20 15.6
2012-04-23 15.33
2012-04-24 15.43
2012-04-25 15.5
2012-04-26 15.53
2012-04-27 15.57
2012-04-30 15.54
2012-05-01 15.63
2012-05-02 15.67
2012-05-03 15.4
2012-05-04 15.15
2012-05-07 15.35
2012-05-08 15.36
2012-05-09 15.3
2012-05-10 15.44
2012-05-11 15.19
2012-05-14 15.5
2012-05-15 15.4
2012-05-16 15.28
2012-05-17 14.87
2012-05-18 15.42
2012-05-21 15.58
2012-05-22 15.29
2012-05-23 15.38
2012-05-24 15.35
2012-05-25 15.36
2012-05-29 15.47
2012-05-30 15.25
2012-05-31 15.24
2012-06-01 14.92
2012-06-04 15.01
2012-06-05 15.1
2012-06-06 15.36
2012-06-07 15.36
2012-06-08 15.65
2012-06-11 15.3
2012-06-12 15.47
2012-06-13 15.34
2012-06-14 15.36
2012-06-15 15.36
2012-06-18 15.49
2012-06-19 15.65
2012-06-20 15.74
2012-06-21 15.52
2012-06-22 15.61
2012-06-25 15.44
2012-06-26 15.35
2012-06-27 15.52
2012-06-28 15.45
2012-06-29 15.83
2012-07-02 15.84
2012-07-03 15.98
2012-07-05 15.85
2012-07-06 15.78
2012-07-09 15.75
2012-07-10 15.82
2012-07-11 15.8
2012-07-12 15.69
2012-07-13 15.74
2012-07-16 15.65
2012-07-17 15.6
2012-07-18 15.7
2012-07-19 15.73
2012-07-20 15.92
2012-07-23 15.76
2012-07-24 15.43
2012-07-25 15.5
2012-07-26 15.8
2012-07-27 16.110001
2012-07-30 15.98
2012-07-31 15.84
2012-08-01 15.99
2012-08-02 15.75
2012-08-03 15.97
2012-08-06 16.040001
2012-08-07 16.219999
2012-08-08 16.17
2012-08-09 16.01
2012-08-10 15.15
2012-08-13 15.02
2012-08-14 14.73
2012-08-15 14.76
2012-08-16 14.99
2012-08-17 15.03
2012-08-20 14.96
2012-08-21 14.97
2012-08-22 14.92
2012-08-23 14.87
2012-08-24 14.92
2012-08-27 14.85
2012-08-28 14.72
2012-08-29 14.84
2012-08-30 14.67
2012-08-31 14.65
2012-09-04 14.89
2012-09-05 15.09
2012-09-06 15.11
2012-09-07 15.22
2012-09-10 15.11
2012-09-11 15.16
2012-09-12 15.4
2012-09-13 15.6
2012-09-14 15.77
2012-09-17 15.68
2012-09-18 15.91
2012-09-19 15.86
2012-09-20 15.79
2012-09-21 15.74
2012-09-24 16
2012-09-25 15.68
2012-09-26 15.61
2012-09-27 16.040001
2012-09-28 15.98
2012-10-01 15.83
2012-10-02 15.94
2012-10-03 16.209999
2012-10-04 16.27
2012-10-05 16.09
2012-10-08 16.030001
2012-10-09 15.85
2012-10-10 15.83
2012-10-11 15.92
2012-10-12 15.88
2012-10-15 15.68
2012-10-16 15.92
2012-10-17 16.09
2012-10-18 16
2012-10-19 15.84
2012-10-22 15.77
2012-10-23 16.67
2012-10-24 16.549999
2012-10-25 16.610001
2012-10-26 16.790001
2012-10-31 16.84
2012-11-01 16.950001
2012-11-02 17.110001
2012-11-05 17.370001
2012-11-06 17.459999
2012-11-07 17.389999
2012-11-08 17.24
2012-11-09 17.26
2012-11-12 17.51
2012-11-13 17.85
2012-11-14 17.83
2012-11-15 17.889999
2012-11-16 17.860001
2012-11-19 18.360001
2012-11-20 18.24
2012-11-21 18.4
2012-11-23 18.57
2012-11-26 18.76
2012-11-27 18.93
2012-11-28 18.91
2012-11-29 18.870001
2012-11-30 18.77
2012-12-03 18.549999
2012-12-04 18.93
2012-12-05 18.889999
2012-12-06 19.200001
2012-12-07 19.200001
2012-12-10 19.43
2012-12-11 19.52
2012-12-12 19.379999
2012-12-13 19.35
2012-12-14 19.639999
2012-12-17 19.690001
2012-12-18 19.620001
2012-12-19 19.6
2012-12-20 19.690001
2012-12-21 19.35
2012-12-24 19.65
2012-12-26 19.57
2012-12-27 19.6
2012-12-28 19.5
2012-12-31 19.9
2013-01-02 20.08
2013-01-03 19.780001
2013-01-04 19.860001
2013-01-07 19.4
2013-01-08 19.66
2013-01-09 19.32
2013-01-10 18.99
2013-01-11 19.290001
2013-01-14 19.43
2013-01-15 19.52
2013-01-16 20.07
2013-01-17 20.129999
2013-01-18 20.02
2013-01-22 19.9
2013-01-23 20.110001
2013-01-24 20.440001
2013-01-25 20.370001
2013-01-28 20.309999
2013-01-29 19.700001
2013-01-30 20.120001
2013-01-31 19.629999
2013-02-01 19.76
2013-02-04 19.34
2013-02-05 19.66
2013-02-06 19.85
2013-02-07 20.32
2013-02-08 20.5
2013-02-11 20.9
2013-02-12 21.209999
2013-02-13 21.15
2013-02-14 21.18
2013-02-15 21.02
2013-02-19 21.290001
2013-02-20 20.92
2013-02-21 20.83
2013-02-22 21.219999
2013-02-25 20.73
2013-02-26 20.76
2013-02-27 21.16
2013-02-28 21.309999
2013-03-01 21.940001
2013-03-04 22.700001
2013-03-05 22.950001
2013-03-06 22.799999
2013-03-07 22.700001
2013-03-08 22.9
2013-03-11 22.6
2013-03-12 22.4
2013-03-13 22.34
2013-03-14 22.43
2013-03-15 22.07
2013-03-18 22.01
2013-03-19 22.17
2013-03-20 22.1
2013-03-21 22.860001
2013-03-22 23.26
2013-03-25 23.379999
2013-03-26 23.59
2013-03-27 23.59
2013-03-28 23.530001
2013-04-01 23.5
2013-04-02 23.780001
2013-04-03 23.379999
2013-04-04 23.52
2013-04-05 23.299999
2013-04-08 23.48
2013-04-09 23.83
2013-04-10 24.200001
2013-04-11 24.49
2013-04-12 24.690001
2013-04-15 23.98
2013-04-16 23.790001
2013-04-17 23.700001
2013-04-18 23.26
2013-04-19 23.469999
2013-04-22 23.950001
2013-04-23 24.379999
2013-04-24 24.75
2013-04-25 25.200001
2013-04-26 24.68
2013-04-29 24.43
2013-04-30 24.73
2013-05-01 24.299999
2013-05-02 24.969999
2013-05-03 25.07
2013-05-06 25.17
2013-05-07 26.07
2013-05-08 26.41
2013-05-09 26.24
2013-05-10 26.83
2013-05-13 26.389999
2013-05-14 26.639999
2013-05-15 27.34
2013-05-16 26.58
2013-05-17 26.52
2013-05-20 26.58
2013-05-21 27
2013-05-22 26.540001
2013-05-23 26.02
2013-05-24 26.33
2013-05-28 26.07
2013-05-29 25.809999
2013-05-30 26.33
2013-05-31 26.299999
2013-06-03 26.389999
2013-06-04 26.26
2013-06-05 25.75
2013-06-06 26.209999
2013-06-07 27.040001
2013-06-10 26.74
2013-06-11 26.4
2013-06-12 25.889999
2013-06-13 26.370001
2013-06-14 26.280001
2013-06-17 26.540001
2013-06-18 26.66
2013-06-19 26.24
2013-06-20 25.35
2013-06-21 25.190001
2013-06-24 24.07
2013-06-25 24.959999
2013-06-26 25.290001
2013-06-27 25.469999
2013-06-28 25.129999
2013-07-01 25.24
2013-07-02 24.99
2013-07-03 25.59
2013-07-05 25.68
2013-07-08 25.530001
2013-07-09 26.68
2013-07-10 26.559999
2013-07-11 27.040001
2013-07-12 27.23
2013-07-15 27.34
2013-07-16 26.879999
2013-07-17 29.66
2013-07-18 29.66
2013-07-19 29.110001
2013-07-22 27.860001
2013-07-23 27.360001
2013-07-24 27.84
2013-07-25 28.27
2013-07-26 28.110001
2013-07-29 27.93
2013-07-30 28.049999
2013-07-31 28.09
2013-08-01 27.959999
2013-08-02 27.65
2013-08-05 27.67
2013-08-06 27.32
2013-08-07 27.389999
2013-08-08 27.48
2013-08-09 27.68
2013-08-12 28.35
2013-08-13 28.34
2013-08-14 28.049999
2013-08-15 27.139999
2013-08-16 27.32
2013-08-19 26.91
2013-08-20 27.120001
2013-08-21 27.059999
2013-08-22 27.9
2013-08-23 27.99
2013-08-26 27.700001
2013-08-27 27
2013-08-28 27.110001
2013-08-29 27.299999
2013-08-30 27.120001
2013-09-03 27.780001
2013-09-04 28.07
2013-09-05 28.23
2013-09-06 28.17
2013-09-09 29.24
2013-09-10 29.48
2013-09-11 29.190001
2013-09-12 29.65
2013-09-13 29.26
2013-09-16 29.620001
2013-09-17 30
2013-09-18 30.440001
2013-09-19 31.030001
2013-09-20 30.93
2013-09-23 30.26
2013-09-24 31.27
2013-09-25 31.34
2013-09-26 32.75
2013-09-27 33.549999
2013-09-30 33.169998
2013-10-01 34.310001
2013-10-02 34.139999
2013-10-03 33.880001
2013-10-04 34.889999
2013-10-07 34.139999
2013-10-08 32.93
2013-10-09 33.009998
2013-10-10 33.869999
2013-10-11 34.150002
2013-10-14 34
2013-10-15 33.380001
2013-10-16 33.09
2013-10-17 32.740002
2013-10-18 33.43
2013-10-21 34.060001
2013-10-22 33.939999
2013-10-23 33.099998
2013-10-24 33.080002
2013-10-25 32.25
2013-10-28 32.349998
2013-10-29 33.169998
2013-10-30 32.57
2013-10-31 32.939999
2013-11-01 33.18
2013-11-04 33.189999
2013-11-05 32.970001
2013-11-06 32.880001
2013-11-07 32.110001
2013-11-08 33.119999
2013-11-11 33.82
2013-11-12 34.07
2013-11-13 35.099998
2013-11-14 35.689999
2013-11-15 35.470001
2013-11-18 34.98
2013-11-19 34.630001
2013-11-20 35.619999
2013-11-21 36.299999
2013-11-22 36.490002
2013-11-25 36.290001
2013-11-26 36.639999
2013-11-27 36.959999
2013-11-29 36.98
2013-12-02 37.009998
2013-12-03 36.560001
2013-12-04 38.130001
2013-12-05 38.869999
2013-12-06 38.860001
2013-12-09 38.869999
2013-12-10 40.220001
2013-12-11 39.16
2013-12-12 39.349998
2013-12-13 39.73
2013-12-16 39.73
2013-12-17 39.509998
2013-12-18 40.040001
2013-12-19 40.200001
2013-12-20 40.119999
2013-12-23 40.77
2013-12-24 40.849998
2013-12-26 40.650002
2013-12-27 40.490002
2013-12-30 40.200001
2013-12-31 40.439999
2014-01-02 39.59
2014-01-03 40.119999
2014-01-06 39.93
2014-01-07 40.919998
2014-01-08 41.02
2014-01-09 40.919998
2014-01-10 41.23
2014-01-13 39.990002
2014-01-14 41.139999
2014-01-15 41.07
2014-01-16 40.34
2014-01-17 40.009998
2014-01-21 39.52
2014-01-22 40.18
2014-01-23 39.389999
2014-01-24 37.91
2014-01-27 36.650002
2014-01-28 38.220001
2014-01-29 34.889999
2014-01-30 35.310001
2014-01-31 36.009998
2014-02-03 34.900002
2014-02-04 35.66
2014-02-05 35.490002
2014-02-06 36.240002
2014-02-07 37.23
2014-02-10 37.759998
2014-02-11 38.5
2014-02-12 38.110001
2014-02-13 38.52
2014-02-14 38.23
2014-02-18 38.310001
2014-02-19 37.810001
2014-02-20 37.790001
2014-02-21 37.290001
2014-02-24 37.419998
2014-02-25 37.259998
2014-02-26 37.619999
2014-02-27 38.470001
2014-02-28 38.669998
2014-03-03 38.25
2014-03-04 39.630001
2014-03-05 39.5
2014-03-06 39.66
2014-03-07 38.700001
2014-03-10 38.049999
2014-03-11 37.560001
2014-03-12 37.5
2014-03-13 37.23
2014-03-14 37.599998
2014-03-17 39.110001
2014-03-18 39.450001
2014-03-19 38.610001
2014-03-20 37.77
2014-03-21 37.939999
2014-03-24 36.68
2014-03-25 35.93
2014-03-26 35.450001
2014-03-27 35.59
2014-03-28 35.900002
2014-03-31 35.900002
2014-04-01 36.490002
2014-04-02 36.639999
2014-04-03 35.759998
2014-04-04 34.259998
2014-04-07 33.07
2014-04-08 33.830002
2014-04-09 34.869999
2014-04-10 33.400002
2014-04-11 32.869999
2014-04-14 33.450001
2014-04-15 34.209999
2014-04-16 36.349998
2014-04-17 36.380001
2014-04-21 36.400002
2014-04-22 36.139999
2014-04-23 35.439999
2014-04-24 35.240002
2014-04-25 34.48
2014-04-28 33.990002
2014-04-29 35.830002
2014-04-30 35.950001
2014-05-01 36.509998
2014-05-02 36.869999
2014-05-05 36.91
2014-05-06 36.490002
2014-05-07 34.07
2014-05-08 33.919998
2014-05-09 33.759998
2014-05-12 34.450001
2014-05-13 34.400002
2014-05-14 34.169998
2014-05-15 33.799999
2014-05-16 33.41
2014-05-19 33.889999
2014-05-20 33.869999
2014-05-21 34.360001
2014-05-22 34.700001
2014-05-23 35.02
2014-05-27 35.119999
2014-05-28 34.779999
2014-05-29 34.900002
2014-05-30 34.650002
2014-06-02 34.869999
2014-06-03 34.650002
2014-06-04 34.73
2014-06-05 34.939999
2014-06-06 35.919998
2014-06-09 36.040001
2014-06-10 36.310001
2014-06-11 36.630001
2014-06-12 36.779999
2014-06-13 36.939999
2014-06-16 34.810001
2014-06-17 34.43
2014-06-18 34.939999
2014-06-19 34.68
2014-06-20 34.049999
2014-06-23 33.639999
2014-06-24 33.48
2014-06-25 33.25
2014-06-26 33.66
2014-06-27 34.25
2014-06-30 35.130001
2014-07-01 35.349998
2014-07-02 35.880001
2014-07-03 36.139999
2014-07-07 35.52
2014-07-08 34.529999
2014-07-09 34.849998
2014-07-10 34.93
2014-07-11 35.43
2014-07-14 35.700001
2014-07-15 35.610001
2014-07-16 33.790001
2014-07-17 33.209999
2014-07-18 33.330002
2014-07-21 33.279999
2014-07-22 33.599998
2014-07-23 34.709999
2014-07-24 36.169998
2014-07-25 36.119999
2014-07-28 35.900002
2014-07-29 35.68
2014-07-30 36.599998
2014-07-31 35.810001
2014-08-01 35.619999
2014-08-04 36.529999
2014-08-05 35.700001
2014-08-06 35.790001
2014-08-07 35.66
2014-08-08 35.91
2014-08-11 35.790001
2014-08-12 35.52
2014-08-13 36.189999
2014-08-14 36.360001
2014-08-15 36.470001
2014-08-18 37.380001
2014-08-19 37.830002
2014-08-20 37.5
2014-08-21 37.639999
2014-08-22 38.009998
2014-08-25 37.709999
2014-08-26 37.790001
2014-08-27 38.18
2014-08-28 38.310001
2014-08-29 38.509998
2014-09-02 39.27
2014-09-03 38.869999
2014-09-04 39.189999
2014-09-05 39.59
2014-09-08 41.810001
2014-09-09 40.779999
2014-09-10 41.139999
2014-09-11 41.259998
2014-09-12 42.880001
2014-09-15 42.549999
2014-09-16 42.709999
2014-09-17 42.59
2014-09-18 42.09
2014-09-19 40.93
2014-09-22 38.650002
2014-09-23 39.049999
2014-09-24 39.880001
2014-09-25 38.950001
2014-09-26 40.66
2014-09-29 40.52
2014-09-30 40.75
2014-10-01 40.32
2014-10-02 40.5
2014-10-03 41.029999
2014-10-06 41.52
2014-10-07 40.93
2014-10-08 41.080002
2014-10-09 41.099998
2014-10-10 39.599998
2014-10-13 38.380001
2014-10-14 37.970001
2014-10-15 37.82
2014-10-16 38.119999
2014-10-17 38.450001
2014-10-20 39.279999
2014-10-21 40.18
2014-10-22 42
2014-10-23 42.599998
2014-10-24 43.5
2014-10-27 44.700001
2014-10-28 45.869999
2014-10-29 45.43
2014-10-30 45.630001
2014-10-31 46.049999
2014-11-03 46.34
2014-11-04 47.080002
2014-11-05 47.459999
2014-11-06 47.93
2014-11-07 48.549999
2014-11-10 49.41
2014-11-11 49.049999
2014-11-12 50.599998
2014-11-13 50.5
2014-11-14 51.75
2014-11-17 52.369999
2014-11-18 51.75
2014-11-19 50.580002
2014-11-20 51.25
2014-11-21 51.040001
2014-11-24 51.830002
2014-11-25 51.720001
2014-11-26 51.93
2014-11-28 51.740002
2014-12-01 50.099998
2014-12-02 50.669998
2014-12-03 50.279999
2014-12-04 50.41
2014-12-05 50.990002
2014-12-08 49.619999
2014-12-09 50.509998
2014-12-10 49.209999
2014-12-11 49.939999
2014-12-12 50.240002
2014-12-15 49.82
2014-12-16 48.849998
2014-12-17 50.119999
2014-12-18 50.91
2014-12-19 50.880001
2014-12-22 51.150002
2014-12-23 50.02
2014-12-24 50.650002
2014-12-26 50.860001
2014-12-29 50.529999
2014-12-30 51.220001
2014-12-31 50.509998
2015-01-02 50.169998
2015-01-05 49.130001
2015-01-06 49.209999
2015-01-07 48.59
2015-01-08 50.23
2015-01-09 49.720001
2015-01-12 48.799999
2015-01-13 48.299999
2015-01-14 47.509998
2015-01-15 46.23
2015-01-16 46.470001
2015-01-20 47.630001
2015-01-21 48.18
2015-01-22 48.889999
2015-01-23 48.950001
2015-01-26 49.439999
2015-01-27 47.990002
2015-01-28 46.459999
2015-01-29 43.73
2015-01-30 43.990002
2015-02-02 44.689999
2015-02-03 44.700001
2015-02-04 44.049999
2015-02-05 43.549999
2015-02-06 42.939999
2015-02-09 42.57
2015-02-10 43.07
2015-02-11 42.959999
2015-02-12 43.93
2015-02-13 44.419998
2015-02-17 43.529999
2015-02-18 43.650002
2015-02-19 44.369999
2015-02-20 44.110001
2015-02-23 43.529999
2015-02-24 43.380001
2015-02-25 44.43
2015-02-26 44.450001
2015-02-27 44.279999
2015-03-02 44.110001
2015-03-03 42.619999
2015-03-04 43.990002
2015-03-05 44.16
2015-03-06 43.439999
2015-03-09 42.98
2015-03-10 42.68
2015-03-11 42.5
2015-03-12 42.950001
2015-03-13 42.869999
2015-03-16 43.509998
2015-03-17 43.790001
2015-03-18 44.669998
2015-03-19 44.98
2015-03-20 45.040001
2015-03-23 44.720001
2015-03-24 44.419998
2015-03-25 44.200001
2015-03-26 44.470001
2015-03-27 45.099998
2015-03-30 44.950001
2015-03-31 44.439999
2015-04-01 44.130001
2015-04-02 44.150002
2015-04-06 43.669998
2015-04-07 43.610001
2015-04-08 45.169998
2015-04-09 45.630001
2015-04-10 45.18
2015-04-13 44.77
2015-04-14 45.529999
2015-04-15 45.73
2015-04-16 45.779999
2015-04-17 44.450001
2015-04-20 44.66
2015-04-21 44.490002
2015-04-22 43.98
2015-04-23 43.700001
2015-04-24 44.52
2015-04-27 44.360001
2015-04-28 44.34
2015-04-29 43.279999
2015-04-30 42.57
2015-05-01 42.509998
2015-05-04 42.040001
2015-05-05 41.299999
2015-05-06 41.66
2015-05-07 43.869999
2015-05-08 44.09
2015-05-11 43.599998
2015-05-12 43.84
2015-05-13 44.400002
2015-05-14 44.950001
2015-05-15 44.75
2015-05-18 44.360001
2015-05-19 40.98
2015-05-20 42.790001
2015-05-21 43.68
2015-05-22 43.490002
2015-05-26 42.849998
2015-05-27 43.380001
2015-05-28 43.07
2015-05-29 42.939999
2015-06-01 43.349998
2015-06-02 43.150002
2015-06-03 43.209999
2015-06-04 42.880001
2015-06-05 42.810001
2015-06-08 42.009998
2015-06-09 41.630001
2015-06-10 42.060001
2015-06-11 40.939999
2015-06-12 40.529999
2015-06-15 40.470001
2015-06-16 40.639999
2015-06-17 40.959999
2015-06-18 40.91
2015-06-19 40.509998
2015-06-22 40.73
2015-06-23 40.650002
2015-06-24 40.939999
2015-06-25 41.07
2015-06-26 40.060001
2015-06-29 38.91
2015-06-30 39.290001
2015-07-01 39.330002
2015-07-02 39.380001
2015-07-06 38.610001
2015-07-07 38.23
2015-07-08 37.23
2015-07-09 37.610001
2015-07-10 37.919998
2015-07-13 38.759998
2015-07-14 38.630001
2015-07-15 38.380001
2015-07-16 38.91
2015-07-17 39.68
2015-07-20 39.540001
2015-07-21 39.73
2015-07-22 39.240002
2015-07-23 39.209999
2015-07-24 38.849998
2015-07-27 37.84
2015-07-28 37.720001
2015-07-29 37.669998
2015-07-30 37.419998
2015-07-31 36.669998
2015-08-03 36.689999
2015-08-04 37.119999
2015-08-05 37.25
2015-08-06 36.459999
2015-08-07 36.669998
2015-08-10 37.150002
2015-08-11 36.029999
2015-08-12 34.490002
2015-08-13 35.93
2015-08-14 36.240002
2015-08-17 36.099998
2015-08-18 35.689999
2015-08-19 35.189999
2015-08-20 34.099998
2015-08-21 32.93
2015-08-24 31.309999
2015-08-25 31.74
2015-08-26 32.52
2015-08-27 33.689999
2015-08-28 33.139999
2015-08-31 32.240002
2015-09-01 31.6
2015-09-02 31.77
2015-09-03 32.540001
2015-09-04 31.58
2015-09-08 30.9
2015-09-09 31.52
2015-09-10 31.15
2015-09-11 31.43
2015-09-14 30.32
2015-09-15 31.040001
2015-09-16 31.4
2015-09-17 30.93
2015-09-18 30.74
2015-09-21 31.17
2015-09-22 30.4
2015-09-23 29.74
2015-09-24 29.34
2015-09-25 29.129999
2015-09-28 27.6
2015-09-29 28.26
2015-09-30 28.91
2015-10-01 28.91
2015-10-02 30.709999
2015-10-05 30.85
2015-10-06 30.959999
2015-10-07 31.870001
2015-10-08 32.369999
2015-10-09 32.52
2015-10-12 32.860001
2015-10-13 32.34
2015-10-14 32.09
2015-10-15 33.48
2015-10-16 33.369999
2015-10-19 33.5
2015-10-20 32.830002
2015-10-21 31.120001
2015-10-22 31.67
2015-10-23 33.169998
2015-10-26 33.400002
2015-10-27 34.299999
2015-10-28 35.189999
2015-10-29 35.049999
2015-10-30 35.619999
2015-11-02 35.27
2015-11-03 34.720001
2015-11-04 35.07
2015-11-05 35.119999
2015-11-06 34.200001
2015-11-09 33.68
2015-11-10 33.990002
2015-11-11 33.380001
2015-11-12 33.23
2015-11-13 32.189999
2015-11-16 32.950001
2015-11-17 32.860001
2015-11-18 32.98
2015-11-19 32.630001
2015-11-20 33.110001
2015-11-23 33.360001
2015-11-24 32.959999
2015-11-25 33.16
2015-11-27 32.939999
2015-11-30 33.810001
2015-12-01 33.709999
2015-12-02 35.650002
2015-12-03 34.34
2015-12-04 34.91
2015-12-07 34.68
2015-12-08 34.849998
2015-12-09 34.400002
2015-12-10 34.630001
2015-12-11 32.91
2015-12-14 32.59
2015-12-15 33.029999
2015-12-16 33.779999
2015-12-17 33.23
2015-12-18 32.950001
2015-12-21 32.970001
2015-12-22 34.189999
2015-12-23 34.450001
2015-12-24 34.110001
2015-12-28 33.599998
2015-12-29 34.040001
2015-12-30 33.369999
2015-12-31 33.259998
2016-01-04 31.4
2016-01-05 32.200001
2016-01-06 32.16
2016-01-07 30.16
2016-01-08 30.629999
2016-01-11 30.17
2016-01-12 30.690001
2016-01-13 29.440001
2016-01-14 30.32
2016-01-15 29.139999
2016-01-19 29.74
2016-01-20 28.780001
2016-01-21 29.309999
2016-01-22 29.75
2016-01-25 29.780001
2016-01-26 29.98
2016-01-27 29.690001
2016-01-28 28.75
2016-01-29 29.51
2016-02-01 29.57
2016-02-02 29.059999
2016-02-03 27.68
2016-02-04 29.15
2016-02-05 27.969999
2016-02-08 27.049999
2016-02-09 26.82
2016-02-10 27.1
2016-02-11 26.76
2016-02-12 27.040001
2016-02-16 29.280001
2016-02-17 29.370001
2016-02-18 29.42
2016-02-19 30.040001
2016-02-22 31.17
2016-02-23 30.67
2016-02-24 30.950001
2016-02-25 31.360001
2016-02-26 31.370001
2016-02-29 31.790001
2016-03-01 32.799999
2016-03-02 32.91
2016-03-03 32.880001
2016-03-04 33.860001
2016-03-07 33.959999
2016-03-08 32.93
2016-03-09 33.509998
2016-03-10 32.82
2016-03-11 33.810001
2016-03-14 33.580002
2016-03-15 33.259998
2016-03-16 34.009998
2016-03-17 34.279999
2016-03-18 35.169998
2016-03-21 35.470001
2016-03-22 35.41
2016-03-23 34.799999
2016-03-24 34.860001
2016-03-28 35.23
2016-03-29 36.32
2016-03-30 36.560001
2016-03-31 36.810001
2016-04-01 36.48
2016-04-04 37.02
2016-04-05 36.41
2016-04-06 36.66
2016-04-07 36.169998
2016-04-08 36.07
2016-04-11 36.48
2016-04-12 36.66
2016-04-13 37.310001
2016-04-14 37.169998
2016-04-15 36.509998
2016-04-18 36.52
2016-04-19 36.330002
2016-04-20 37.84
2016-04-21 37.669998
2016-04-22 37.48
2016-04-25 37.23
2016-04-26 37.110001
2016-04-27 36.950001
2016-04-28 36.59
2016-04-29 36.599998
2016-05-02 36.529999
2016-05-03 36.009998
2016-05-04 36
2016-05-05 36.939999
2016-05-06 37.23
2016-05-09 37.18
2016-05-10 37.439999
2016-05-11 37.369999
2016-05-12 37.029999
2016-05-13 36.48
2016-05-16 37.48
2016-05-17 37.27
2016-05-18 37.240002
2016-05-19 37.02
2016-05-20 36.5
2016-05-23 36.66
2016-05-24 37.529999
2016-05-25 35.59
2016-05-26 36.759998
2016-05-27 37.82
2016-05-31 37.939999
2016-06-01 36.650002
2016-06-02 37.150002
2016-06-03 36.599998
2016-06-06 37.07
2016-06-07 36.73
2016-06-08 36.970001
2016-06-09 37.349998
2016-06-10 36.830002
2016-06-13 36.470001
2016-06-14 37.400002
2016-06-15 37.32
2016-06-16 37.389999
2016-06-17 36.939999
2016-06-20 37.290001
2016-06-21 37.400002
2016-06-22 37.360001
2016-06-23 37.779999
2016-06-24 36.240002
2016-06-27 35.220001
2016-06-28 36.040001
2016-06-29 36.860001
2016-06-30 37.560001
2016-07-01 37.990002
2016-07-05 37.5
2016-07-06 37.509998
2016-07-07 37.52
2016-07-08 37.740002
2016-07-11 37.959999
2016-07-12 37.889999
2016-07-13 37.639999
2016-07-14 37.959999
2016-07-15 37.720001
2016-07-18 37.950001
2016-07-19 38.169998
2016-07-20 38.900002
2016-07-21 38.849998
2016-07-22 39.380001
2016-07-25 38.32
2016-07-26 38.759998
2016-07-27 38.66
2016-07-28 38.52
2016-07-29 38.189999
2016-08-01 38.799999
2016-08-02 38.57
2016-08-03 38.389999
2016-08-04 38.919998
2016-08-05 38.990002
2016-08-08 39.240002
2016-08-09 39.240002
2016-08-10 39.93
2016-08-11 41.27
2016-08-12 42.939999
2016-08-15 42.669998
2016-08-16 42.490002
2016-08-17 42.700001
2016-08-18 42.900002
2016-08-19 43.02
2016-08-22 42.52
2016-08-23 42.599998
2016-08-24 41.91
2016-08-25 42.029999
2016-08-26 42.27
2016-08-29 42.259998
2016-08-30 42.580002
2016-08-31 42.75
2016-09-01 42.93
2016-09-02 43.279999
2016-09-06 44.709999
2016-09-07 44.349998
2016-09-08 44.360001
2016-09-09 42.919998
2016-09-12 43.459999
2016-09-13 43.040001
2016-09-14 43.459999
2016-09-15 43.990002
2016-09-16 43.669998
2016-09-19 43.189999
2016-09-20 42.790001
2016-09-21 44.139999
2016-09-22 44.150002
2016-09-23 42.799999
2016-09-26 42.290001
2016-09-27 43.369999
