State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_Exercise,CI_Min_No_Exercise,CI_Max_No_Exercise,Few_Fruit_Veg,CI_Min_Fruit_Veg,CI_Max_Fruit_Veg,Obesity,CI_Min_Obesity,CI_Max_Obesity,High_Blood_Pres,CI_Min_High_Blood_Pres,CI_Max_High_Blood_Pres,Smoker,CI_Min_Smoker,CI_Max_Smoker,Diabetes,CI_Min_Diabetes,CI_Max_Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind
17,127,Massac,Illinois,IL,65,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13,3.3,22.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.1,0,12.8,1838,2506,500,32.6,32.6,2,2
17,129,Menard,Illinois,IL,57,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1170,1697,205,39.3,23.6,2,1
17,131,Mercer,Illinois,IL,57,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.7,2.7,18.8,1589,2523,261,23.7,11.8,1,1
17,133,Monroe,Illinois,IL,47,15.3,6.8,23.7,-1111.1,-1111.1,-1111.1,19,10,28.1,-1111.1,-1111.1,-1111.1,19,9.6,28.4,4.6,0.6,8.6,2091,3785,393,29,32.2,1,2
17,135,Montgomery,Illinois,IL,30,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20,10.9,29.2,8.3,1.6,15,2885,5169,691,49.3,26.3,2,2
17,137,Morgan,Illinois,IL,30,28.6,19.3,37.8,86.5,76.5,96.5,26.7,17.3,36.2,-1111.1,-1111.1,-1111.1,30.1,20.4,39.8,5.8,1.8,9.9,3297,5413,1103,53.2,53.2,2,2
17,139,Moultrie,Illinois,IL,57,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,0,17.1,1197,2743,306,27.6,6.9,2,2
17,141,Ogle,Illinois,IL,45,20,13.5,26.4,80.6,71.6,89.7,27.2,19.7,34.6,24.1,14.9,33.4,23.4,16.7,30.2,7.9,3.9,12,5851,6817,803,47.9,35,2,1
17,143,Peoria,Illinois,IL,15,28.7,22.4,35,84.8,79.2,90.4,24.1,18.1,30.1,23.5,18.2,28.8,24.1,19.8,28.4,7.4,4.9,10,21375,25327,4016,145.9,54.3,1,2
17,145,Perry,Illinois,IL,40,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.6,4.6,20.6,2408,3539,560,57,43.8,1,2
17,147,Piatt,Illinois,IL,55,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.5,1.9,21.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.8,0,14.1,971,2781,258,24,30,2,2
17,149,Pike,Illinois,IL,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.6,9.2,28.1,9.8,1.1,18.6,1988,3152,401,35.1,23.4,2,2
17,151,Pope,Illinois,IL,61,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,510,668,123,47.5,23.7,1,2
17,153,Pulaski,Illinois,IL,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1210,1168,242,0,0,1,2
17,155,Putnam,Illinois,IL,57,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,603,987,111,16.4,32.8,2,2
17,157,Randolph,Illinois,IL,30,24.9,15.5,34.2,-1111.1,-1111.1,-1111.1,18.2,10,26.3,-1111.1,-1111.1,-1111.1,17.1,8.6,25.7,4.1,0,8.4,3091,5064,811,60.4,39.2,2,2
17,159,Richland,Illinois,IL,40,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.8,0.4,17.3,1751,2916,419,101.3,57,2,2
17,161,Rock Island,Illinois,IL,16,24.3,19.7,28.9,76.1,67.4,84.8,26.1,21.4,30.8,27.9,20.5,35.4,25.5,20.6,30.5,8.5,5.6,11.4,18735,22237,3096,59.5,52.8,1,2
17,163,St. Clair,Illinois,IL,5,30.9,26.7,35.2,81,75.8,86.2,29.7,25.6,33.7,31.6,26.4,36.8,22.7,18.9,26.5,9.2,6.8,11.7,31928,31876,6248,71.5,54.2,1,2
17,165,Saline,Illinois,IL,50,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8,1.4,14.6,3358,4653,959,57.5,38.4,1,2
17,167,Sangamon,Illinois,IL,11,25.5,21.2,29.8,73.4,66.6,80.2,24,20,28,27.9,22.7,33.1,19.8,16.2,23.3,11,8.2,13.8,19820,25116,4282,154.6,53.9,1,2
17,169,Schuyler,Illinois,IL,59,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,643,1222,121,56.6,28.3,2,2
17,171,Scott,Illinois,IL,56,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,460,848,98,37,18.5,2,2
17,173,Shelby,Illinois,IL,55,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.3,0.3,8.2,2135,3838,447,31.4,13.4,2,1
17,175,Stark,Illinois,IL,54,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,573,1162,92,16.2,16.2,2,2
17,177,Stephenson,Illinois,IL,27,18.3,11.8,24.9,82.5,74.1,90.9,22,14.9,29,24.9,15,34.7,12.7,7.4,18,8.7,4.4,13.1,4943,8388,1007,50,41.7,1,2
17,179,Tazewell,Illinois,IL,12,23.4,18.5,28.3,82.3,76.7,87.9,21.3,16.7,26,23.6,17.6,29.6,28.2,22.9,33.5,6.1,3.8,8.4,9496,19664,2235,50,37.7,2,2
17,181,Union,Illinois,IL,64,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,1.2,18.7,2337,2887,690,87.9,27.5,1,2
17,183,Vermilion,Illinois,IL,24,31.2,24.4,37.9,84.3,76.5,92,31.8,24.7,38.9,29.2,20,38.4,26,19.4,32.5,9,4.9,13,10340,13075,2698,61.9,36.4,1,2
17,185,Wabash,Illinois,IL,40,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1228,2032,271,23.9,23.9,2,2
17,187,Warren,Illinois,IL,60,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.7,2,11.4,2080,2893,372,51.3,34.2,2,2
17,189,Washington,Illinois,IL,57,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.4,1.7,19.1,1242,2344,254,20.1,20.1,2,1
17,191,Wayne,Illinois,IL,59,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.5,3.9,23.1,7.1,1,13.1,1696,3051,376,41.7,17.9,1,2
17,193,White,Illinois,IL,64,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.3,1.3,13.2,1539,3253,463,39.3,32.7,2,1
17,195,Whiteside,Illinois,IL,18,22.6,15.9,29.3,84.6,75.6,93.5,23.4,16.3,30.5,-1111.1,-1111.1,-1111.1,27.2,18.4,36.1,8.3,3.9,12.6,6934,9920,1524,53.5,36.8,1,2
17,197,Will,Illinois,IL,10,23.9,20.9,26.9,83.1,79.3,86.9,23.6,20.8,26.4,22,18.2,25.7,23.2,20.3,26.2,5.2,3.8,6.7,57127,43482,7035,42.9,26.3,1,2
17,199,Williamson,Illinois,IL,24,25,18.1,31.8,-1111.1,-1111.1,-1111.1,24.5,17.3,31.6,25.5,16.5,34.5,20.9,14.1,27.8,6.9,3.5,10.3,7691,9458,1768,77,31.4,1,2
17,201,Winnebago,Illinois,IL,10,25.3,21.9,28.6,76.3,71,81.7,25.8,22.3,29.2,27.5,22.7,32.3,26.2,22.6,29.8,9.3,7.2,11.5,32344,35312,6282,98.4,54.7,1,2
17,203,Woodford,Illinois,IL,47,12.8,6.7,18.9,-1111.1,-1111.1,-1111.1,27.8,18,37.7,20.1,10.2,30,-1111.1,-1111.1,-1111.1,7.9,3.3,12.5,2279,4577,362,32,18.7,2,1
18,001,Adams,Indiana,IN,48,31.7,21.9,41.4,82.8,74.3,91.4,37.1,27.1,47.1,-1111.1,-1111.1,-1111.1,15.4,9.4,21.3,6.2,2.7,9.8,4705,4171,466,29.5,26.6,2,2
18,003,Allen,Indiana,IN,10,21.4,19.2,23.6,79.6,76.8,82.4,23.8,21.4,26.1,25.4,22.1,28.8,23.6,21.3,25.9,5.9,4.7,7,38612,37275,6411,71.5,44.5,1,2
18,005,Bartholomew,Indiana,IN,17,22.9,18.4,27.4,80.8,74.9,86.7,21.1,16.6,25.5,20.2,14.1,26.3,23,18.3,27.6,5.2,3,7.4,6589,8933,1642,102,46.2,1,2
18,007,Benton,Indiana,IN,57,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6,0,12,1087,1505,168,33.2,22.1,2,2
18,009,Blackford,Indiana,IN,55,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.4,10,26.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,3.8,16.3,1232,2159,336,50.5,21.7,2,2
18,011,Boone,Indiana,IN,48,23.7,18.5,28.9,74.4,67.3,81.4,23.1,17.9,28.4,29.9,21.4,38.5,20.2,15.2,25.3,6.1,3.5,8.7,2883,5189,583,159.4,38.4,2,2
18,013,Brown,Indiana,IN,37,18,10.3,25.7,-1111.1,-1111.1,-1111.1,25.2,15.5,34.9,-1111.1,-1111.1,-1111.1,18.6,11,26.2,11.9,5,18.8,1629,1203,167,46.2,6.6,2,2
18,015,Carroll,Indiana,IN,55,25.7,17.2,34.2,-1111.1,-1111.1,-1111.1,32.6,22.9,42.3,-1111.1,-1111.1,-1111.1,26.2,17.3,35.1,6.1,2.3,10,2196,2384,281,34.3,24.5,2,2
18,017,Cass,Indiana,IN,26,29.4,22.7,36.1,77.4,69.5,85.4,21.1,15.2,26.9,19.7,11.7,27.6,28.5,21.5,35.4,4.1,1.6,6.6,5376,5581,1024,44.9,24.9,1,2
18,019,Clark,Indiana,IN,17,26.3,22.2,30.5,79.9,74.3,85.5,22.2,18.1,26.3,28.6,22.3,34.9,29.5,24.8,34.1,8.7,6.2,11.2,10617,12177,3305,69.9,28.5,2,2
18,021,Clay,Indiana,IN,26,33.1,25,41.1,80.6,72.2,88.9,33.3,25.3,41.4,-1111.1,-1111.1,-1111.1,29.7,21.4,38,9.8,4.7,14.9,2847,4309,692,51.6,14.7,2,2
18,023,Clinton,Indiana,IN,27,33.4,25.9,41,-1111.1,-1111.1,-1111.1,24.9,17.8,32,20.4,11.4,29.4,23.6,16.5,30.6,8.1,3.9,12.4,4170,4612,601,29.3,26.4,1,2
18,025,Crawford,Indiana,IN,39,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1621,1528,423,8.9,17.8,2,2
18,027,Daviess,Indiana,IN,31,33,24.4,41.7,84.8,75.9,93.7,23.1,15.8,30.4,-1111.1,-1111.1,-1111.1,26.9,18.7,35.1,3.5,1.1,5.9,4722,3811,665,32.8,16.4,2,1
18,029,Dearborn,Indiana,IN,48,28.5,22.1,34.8,78.5,70.7,86.4,18.7,13.6,23.8,23.9,15.4,32.4,35.7,28.7,42.7,4.7,2,7.3,3519,5525,1038,55,18.3,2,2
18,031,Decatur,Indiana,IN,47,32.1,24,40.3,86.5,78.8,94.2,34,24.9,43.1,-1111.1,-1111.1,-1111.1,27.7,19.4,36.1,9.4,4.6,14.1,1858,3575,495,39.7,27.8,2,2
18,033,De Kalb,Indiana,IN,48,24.3,18.1,30.5,74.9,66.1,83.7,28.1,21.9,34.4,20.2,11.9,28.6,22.7,16.5,28.9,6.1,3.1,9,3733,4737,769,64.8,36,2,2
18,035,Delaware,Indiana,IN,14,21.5,17.9,25.1,76.1,71,81.2,28.3,24.2,32.4,25.3,19.9,30.8,25,20.8,29.1,8.8,6.5,11.1,12976,15632,2999,110.9,46.4,1,2
18,037,Dubois,Indiana,IN,48,25,18.9,31.1,82.3,75.2,89.4,19.9,14.2,25.6,23.7,15.1,32.4,16.8,11.8,21.9,6.2,2.8,9.7,2810,5215,603,90.6,41.6,2,2
18,039,Elkhart,Indiana,IN,12,26.2,23,29.3,77,72.9,81.1,25.2,22.1,28.4,27.7,23,32.4,23.2,20.1,26.3,5.5,3.9,7.1,24647,20152,3036,53.7,30.2,2,2
18,041,Fayette,Indiana,IN,28,23.7,16.3,31.1,-1111.1,-1111.1,-1111.1,26.9,18,35.9,-1111.1,-1111.1,-1111.1,24.8,16.6,32.9,10,5,15.1,2376,3868,892,48.2,28.1,2,2
18,043,Floyd,Indiana,IN,17,24.1,19,29.1,76.8,70.2,83.4,21.9,17.2,26.6,26.4,18,34.9,25.7,20.1,31.3,6.3,3.4,9.1,6749,8544,1824,86.1,45.8,2,2
18,045,Fountain,Indiana,IN,55,35.5,26,45,82,73.6,90.3,37.1,27.4,46.9,-1111.1,-1111.1,-1111.1,24.6,15.9,33.3,12.1,6.2,18,1885,3213,450,28.6,34.4,2,1
18,047,Franklin,Indiana,IN,38,28.5,20.1,37,86.1,78.8,93.5,26,17.7,34.2,-1111.1,-1111.1,-1111.1,25.4,16.6,34.1,9.5,4.1,15,1992,2516,418,17.3,13,2,1
18,049,Fulton,Indiana,IN,55,35.9,26.9,44.8,89.1,82.6,95.6,23.7,16.2,31.3,-1111.1,-1111.1,-1111.1,31.1,22.2,39.9,9.2,4.1,14.3,2951,3066,430,58.1,29,2,2
18,051,Gibson,Indiana,IN,26,31.5,24.4,38.6,-1111.1,-1111.1,-1111.1,25.5,18.8,32.2,27.8,17.7,37.8,22.5,16.2,28.8,8.1,4.4,11.8,3128,4957,732,32.9,38.9,1,2
18,053,Grant,Indiana,IN,19,27.1,22.2,32,80.4,74.3,86.5,33.2,28,38.4,34.5,26.9,42,27.8,22.8,32.8,8.7,5.8,11.6,9209,10854,2241,46.8,42.5,1,2
18,055,Greene,Indiana,IN,26,29.3,22.7,35.9,81.3,74.4,88.2,28.7,21.8,35.6,-1111.1,-1111.1,-1111.1,26.2,19.4,33.1,11.2,6.9,15.4,4160,4797,892,41.8,38.8,2,2
18,057,Hamilton,Indiana,IN,12,16.4,14.1,18.6,76.3,72.5,80.1,20,17.4,22.6,18.6,14.9,22.2,16.9,14.4,19.3,4.8,3.5,6,15981,14422,1688,128,41.1,1,2
18,059,Hancock,Indiana,IN,46,24.3,19.2,29.5,82.7,76.7,88.7,20.7,15.6,25.8,18.8,11.9,25.8,20.5,15.7,25.3,6.5,4,9,4931,6555,959,57,31.7,2,2
18,061,Harrison,Indiana,IN,47,28,21.1,34.8,82.8,75.6,89.9,28.9,21.5,36.3,18.6,10.2,27,26.7,20.1,33.3,7.7,4,11.5,3026,4205,954,51.6,29.9,2,2
18,063,Hendricks,Indiana,IN,46,22.1,18.5,25.7,74.1,68.6,79.7,23.4,19.7,27.1,26.1,20.6,31.6,23.8,19.9,27.8,5.2,3.4,7.1,8137,10794,1204,56.5,34.5,2,2
18,065,Henry,Indiana,IN,26,31,24.7,37.3,81.8,75.1,88.4,30.1,23.4,36.7,-1111.1,-1111.1,-1111.1,26.8,20.7,33,8.6,5.1,12,4534,7650,1302,55,31.8,2,2
18,067,Howard,Indiana,IN,17,23.6,19.3,27.8,79.1,73.4,84.8,25.8,21.3,30.4,28.6,21.3,35.9,24.3,19.6,28.9,9.2,6,12.3,10088,11755,2070,71.8,56.5,1,2
18,069,Huntington,Indiana,IN,48,26.2,19.4,33.1,79.6,71.5,87.6,24,17.6,30.4,-1111.1,-1111.1,-1111.1,22.3,16.2,28.3,8.8,4.6,13,3193,5691,720,57.5,31.4,2,2
18,071,Jackson,Indiana,IN,47,28.9,22.5,35.3,83,76.8,89.2,25.1,19.3,30.9,27.1,18,36.2,31.4,24.8,38,7.4,4.1,10.7,4493,5641,1114,61.6,30.8,1,2
18,073,Jasper,Indiana,IN,47,26.4,18.8,34,-1111.1,-1111.1,-1111.1,27.9,20.3,35.4,20.5,10.7,30.3,26.5,19.1,33.9,9,4.2,13.8,3189,4038,616,53.3,22,2,2
18,075,Jay,Indiana,IN,60,35.7,26.5,45,78.8,69.6,88.1,27.3,18.8,35.8,-1111.1,-1111.1,-1111.1,25.2,16.7,33.7,12.7,6.1,19.3,2879,3356,540,41.7,32.4,1,2
18,077,Jefferson,Indiana,IN,28,23,16.5,29.5,80.5,73.2,87.8,26.9,20.3,33.4,-1111.1,-1111.1,-1111.1,35.7,28.6,42.9,5.7,2.4,8.9,3266,4079,993,80.2,49.3,2,2
18,079,Jennings,Indiana,IN,47,35.4,26.8,44.1,88.1,81.2,95,23.8,16.1,31.5,-1111.1,-1111.1,-1111.1,28.9,19.9,37.8,10.3,4.9,15.6,3174,2891,975,35.2,17.6,2,1
18,081,Johnson,Indiana,IN,12,25.4,21.4,29.4,81.6,76.8,86.4,22.5,18.7,26.3,23.7,18.3,29.1,27,22.8,31.1,6.3,4.2,8.4,11107,13676,1894,77.1,38.2,1,2
18,083,Knox,Indiana,IN,30,30.4,23.5,37.3,78.3,70.1,86.6,25.1,18.3,31.9,-1111.1,-1111.1,-1111.1,30,22.5,37.5,7.8,4.3,11.2,4521,5916,1189,70.4,31.3,2,2
18,085,Kosciusko,Indiana,IN,45,24.4,19.9,28.8,73.3,66.1,80.4,24,19.5,28.5,28.7,21.5,36,27,22,32.1,8.2,5.6,10.9,9086,8981,1336,47.3,23.7,2,2
18,087,Lagrange,Indiana,IN,48,22.7,15.4,30,78.5,69.2,87.7,26.8,18.8,34.8,-1111.1,-1111.1,-1111.1,32.6,23.4,41.9,5.5,1.9,9.2,5849,3231,499,24.4,19,1,1
18,089,Lake,Indiana,IN,4,29.2,26.9,31.5,79,76.1,81.8,28.7,26.3,31,27.5,24.1,30.8,27.7,25.3,30,8.1,6.8,9.3,72085,61501,11339,72.2,43,1,2
18,091,La Porte,Indiana,IN,11,28.3,24.2,32.5,79.8,75.3,84.3,25.6,21.5,29.6,30.5,24.1,36.9,26.6,22.4,30.8,8,5.4,10.6,12900,14211,2394,67.9,42.5,2,2
18,093,Lawrence,Indiana,IN,25,34,27.5,40.4,80.7,73.8,87.6,28.7,22.7,34.8,31.7,22.4,41,29.1,23,35.2,11.5,7.4,15.6,4693,6664,1263,58.2,36.6,2,2
18,095,Madison,Indiana,IN,14,28.3,24.5,32.2,77.8,73.3,82.4,27.1,23.3,30.9,30.1,24.4,35.8,29.4,25.4,33.5,8.4,6.3,10.6,14070,19419,3409,64.4,39.9,1,2
18,097,Marion,Indiana,IN,3,26.3,24.8,27.8,78.4,76.4,80.3,24.3,22.9,25.8,25.4,23.2,27.6,28,26.4,29.6,7.5,6.7,8.4,113729,93298,19598,132.8,64,1,2
18,099,Marshall,Indiana,IN,48,27.7,21.6,33.8,70.3,61.8,78.8,26,19.8,32.3,20.4,12.4,28.4,26.8,20,33.6,5.7,2.4,8.9,4957,6003,731,59.6,32,2,2
18,101,Martin,Indiana,IN,39,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4,0,8.3,1024,1615,295,28.9,19.3,2,2
18,103,Miami,Indiana,IN,29,23.9,17.5,30.3,79,70.4,87.5,27.6,20.8,34.5,27.7,18.1,37.3,30.6,23.3,37.8,9,4.7,13.3,4173,4630,796,44.9,22.5,2,2
18,105,Monroe,Indiana,IN,14,18.2,14.9,21.5,80.8,76.6,85,18.7,15.5,21.9,23.5,17.8,29.1,26.1,21.9,30.4,7.3,5.3,9.4,13081,11431,1893,80.7,48.6,2,2
18,107,Montgomery,Indiana,IN,25,29.3,23,35.5,76.4,67,85.9,23.3,17.2,29.3,22.9,14.7,31.1,32.5,25.6,39.4,7.8,4.2,11.3,3469,5265,747,57.5,41.8,2,2
18,109,Morgan,Indiana,IN,46,27.1,21.8,32.4,78.7,72.2,85.2,26.5,21.3,31.8,26.3,18.5,34.2,28.6,23,34.3,6.5,3.9,9,6084,7325,1242,45.9,28.7,2,2
18,111,Newton,Indiana,IN,38,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.9,3,18.8,1394,1649,245,13.8,13.8,2,1
18,113,Noble,Indiana,IN,48,31.9,25.5,38.3,79.9,72.9,87,30,23.8,36.2,26.5,17.9,35.2,23.7,18,29.4,8.6,5,12.3,5728,4928,945,35.8,27.4,2,2
18,115,Ohio,Indiana,IN,37,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,494,724,120,0,17,1,2
18,117,Orange,Indiana,IN,60,39.1,29.4,48.8,87.1,79,95.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,35.1,25.5,44.7,12.3,5.7,18.9,2182,2746,596,65.8,20.2,2,2
18,119,Owen,Indiana,IN,39,29.5,21.1,37.9,-1111.1,-1111.1,-1111.1,28.1,18.5,37.8,-1111.1,-1111.1,-1111.1,31.5,23,39.9,4.8,1.8,7.8,2780,2519,473,21.9,13.1,2,1
18,121,Parke,Indiana,IN,60,34.1,24.3,44,-1111.1,-1111.1,-1111.1,27,17.9,36,-1111.1,-1111.1,-1111.1,29,19.3,38.6,12.3,6.2,18.5,1950,2376,460,40.3,17.3,2,1
18,123,Perry,Indiana,IN,55,24.2,15.8,32.6,-1111.1,-1111.1,-1111.1,22.5,14.2,30.8,-1111.1,-1111.1,-1111.1,29.8,19.8,39.8,6.7,2.5,10.9,1479,2759,420,52.5,26.3,2,2
18,125,Pike,Indiana,IN,60,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.4,8.8,28,12.9,5,20.8,1215,1893,381,31.3,23.5,2,2
18,127,Porter,Indiana,IN,12,24.3,20.9,27.7,73.9,68.8,78.9,24,20.5,27.6,22.2,17.5,26.9,27.5,23.9,31.2,5.6,3.6,7.5,16270,15823,2564,58.3,43.7,1,2
18,129,Posey,Indiana,IN,47,26.5,18.5,34.5,78.3,68.4,88.3,20.6,13.1,28.2,19,9.2,28.7,22.5,14.9,30.2,10.9,5.6,16.1,1917,3163,503,22.3,29.8,2,2
18,131,Pulaski,Indiana,IN,57,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.4,2.3,16.6,1541,2053,347,43.5,29,2,2
18,133,Putnam,Indiana,IN,25,27.9,20.6,35.2,74.9,65.5,84.4,21.5,15.1,28,-1111.1,-1111.1,-1111.1,31,23.3,38.8,3.4,1,5.9,3397,4304,663,43.3,24.4,2,2
18,135,Randolph,Indiana,IN,30,32.5,24,41.1,78.9,70.3,87.5,31.9,23.1,40.8,-1111.1,-1111.1,-1111.1,22,15,28.9,11.4,4.4,18.4,3134,4324,624,30,22.5,2,2
18,137,Ripley,Indiana,IN,47,26.7,19,34.5,74.8,65,84.5,20.3,13.6,27,-1111.1,-1111.1,-1111.1,26.7,18.6,34.8,10.2,4.9,15.6,2443,4009,676,65,39.7,2,2
18,139,Rush,Indiana,IN,57,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.3,19.4,39.2,-1111.1,-1111.1,-1111.1,18.3,10.1,26.4,4.3,0.1,8.5,1584,2545,362,50.5,16.8,2,2
18,141,St. Joseph,Indiana,IN,9,26.2,23.4,29,75.5,72,79.1,22.8,20.1,25.5,26.7,22.7,30.6,25.3,22.4,28.1,8.1,6.4,9.8,33036,35682,4819,95.4,45.1,1,2
18,143,Scott,Indiana,IN,39,35.8,26.4,45.2,-1111.1,-1111.1,-1111.1,27.2,18.8,35.7,-1111.1,-1111.1,-1111.1,29.8,20.5,39.1,8.7,4,13.4,2747,2869,1001,46.2,25.2,2,2
18,145,Shelby,Indiana,IN,48,30.5,24.3,36.8,78.4,70.7,86,31.1,24.5,37.7,-1111.1,-1111.1,-1111.1,26.7,20.5,32.9,6.5,3.3,9.6,3912,5032,810,45.7,27.4,2,2
18,147,Spencer,Indiana,IN,38,24.4,15.8,33.1,85.1,75.4,94.7,24.9,15.5,34.2,-1111.1,-1111.1,-1111.1,26.7,17.8,35.5,5,1.1,9,2131,2708,433,29.2,19.5,2,2
18,149,Starke,Indiana,IN,39,30.1,21.3,38.8,81.7,72.5,90.9,26.9,18.6,35.2,-1111.1,-1111.1,-1111.1,33.2,24.1,42.3,11.3,5.6,16.9,2919,3031,852,39.2,8.7,1,2
18,151,Steuben,Indiana,IN,25,21.2,14.8,27.6,83.4,75.4,91.5,25,17.7,32.2,13.8,6.7,20.8,26.1,18.9,33.3,5.9,2.6,9.3,3568,4432,649,50.3,29.6,2,2
